X.5,X.4,X.3,X.1,X,Unnamed..0,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,PROLIFICID,CONSENT,EXPGRP,CHIN_SPECIFIC,CHIN_SPECIFIC_6_TEXT,NONASIA_SPECIFIC,NONASIA_SPECIFIC_19_TEXT,NonWNonA_Specific,NonWNonA_Specific_7_TEXT,NonWNonA_Specific_14_TEXT,OTHER_RACE_1,OTHER_RACE_2,OTHER_RACE_3,OTHER_RACE_4,OTHER_RACE_5,OTHER_RACE_6,OTHER_RACE_7,OTHER_RACE_4_TEXT,OTHER_RACE_5_TEXT,OTHER_RACE_6_TEXT,OTHER_RACE_7_TEXT,DOB_1,DOB_2,DOB_3,SEX,SEX_4_TEXT,EDUCATION_1,EDUCATION_2,EDUCATION_3,COUNTRY_BORN,COUNTRY_BORN_2_TEXT,BIRTHCTRY_RESIDENCE,OTHER_COUNTRIES.1_1_TEXT,OTHER_COUNTRIES.1_1_1,OTHER_COUNTRIES.1_2_TEXT,OTHER_COUNTRIES.1_2_1,OTHER_COUNTRIES.1_3_TEXT,OTHER_COUNTRIES.1_3_1,OTHER_COUNTRIES.1_4_TEXT,OTHER_COUNTRIES.1_4_1,OTHER_COUNTRIES.1_5_TEXT,OTHER_COUNTRIES.1_5_1,OTHER_COUNTRIES.1_6_TEXT,OTHER_COUNTRIES.1_6_1,OTHER_COUNTRIES.1_7_TEXT,OTHER_COUNTRIES.1_7_1,OTHER_COUNTRIES.1_8_TEXT,OTHER_COUNTRIES.1_8_1,FIRST_LANGUAGE,FIRST_LANGUAGE_2_TEXT,OTHER_LANGUAGES,OCCUPATION,HH_INCOME,COVSCRN01,COVSCRN02_P,COVSCRN03,EXPGRP_TEXT,CHIN_SPECIFIC_TEXT,CONTINENT_BORN_TEXT_1,CONTINENT_BORN_TEXT_2,CONTINENT_BORN_TEXT_3,HAS_LIVED_USA,HH_INCOME_TEXT,DOB_YEAR,DOB_YEAR_PERIODE,EDUCATION_1_TEXT,SEX_TEXT,demo_class,X.2,AMBI_BIG5_Neuroticism,AMBI_BIG5_Extraversion,AMBI_BIG5_Openness,AMBI_BIG5_Agreeableness,AMBI_BIG5_Conscientiousness,covmis_att_flu,covmis_att_afrDie,covmis_att_eldrNoBgDl,covmis_att_rareNoWorr,covmis_att_bgThrt,covmis_cnsp_ctiusAsian,covmis_cnsp_stpCovStpImmi,covmis_cnsp_redIntWthChina,covmis_cnsp_chnsCovRcst,covmis_orgn_covPlnnd,covmis_orgn_covNat,covmis_orgn_covNgeenLab,covmis_orgn_scntFkNwsCov,covmis_pltc_polBgDlIntrst,covmis_pltc_covNtSerPolSay,covmis_pltc_polDwnplCovPlpLDngr,covmis_cvrg_mdiaCovBgrDl,covmis_cvrg_nwsGdJbComCov,covmis_cvrg_mdiaUseCovMkTrmpRepLkBd,covmis_anti_frGovUseCovMndtVacc,covmis_anti_thnksNoCovVacc,covmis_anti_covVacEffRedVirus,covmis_mdsk_medOrgUntrust,covmis_mdsk_skeptInfoDocSci,covmis_mdsk_medOrgRecBstInt,covmis_mdsk_fllwRecMedOrgImp,cov_class,covqual_class,age_education,neuroticism_qual,extraversion_qual,openness_qual,conscientiousness_qual,agreeableness_qual,covqual_class_2,EDUCATION_2_TEXT,DOB_AGE_BRACKET,HH_INCOME_TEXT2,CovidSkepticism,CovidSkepticism2,CovidSkepticism2norm,ID
336,336,336,336,335,337,6/5/2020 14:17,6/5/2020 14:54,0,135.180.71.48,100,2229,1,6/5/2020 14:54,R_1IGiMwDEhcTRg0V,NA,NA,NA,NA,37.75619507,-122.4866028,anonymous,EN,0.9,5db784034f550b000e3574b1,1,2,6,Chinese American,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,3,12,99,2,-99,5,1,1,1,-99,22,CHINA,0.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,"English, Mandarin",Sysadmin,6,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$100,000 to $200,000",1999,"(1995,2005]",Bachelor's degree in college,Female,2,336,0.906989099091813,0.19717942010711,-0.170304898523209,0.766462125464642,0.608306835459019,6,2,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,6,2,1,1,1,1,1,4,1,1,1,-25y_College degree,high,middle,middle,middle,high,Believers,College degree,-25y,"$70,000 or more",12.3280266100917,16.268338330984,3.06006546871657,336
337,337,337,337,336,338,6/5/2020 14:30,6/5/2020 14:59,0,24.16.67.159,100,1707,1,6/5/2020 14:59,R_3PC3EW6d9nEmZde,NA,NA,NA,NA,47.61309814,-122.2052994,anonymous,EN,0.9,5d5ecd0a97f8b6001aee95ab,1,2,2,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,6,8,101,1,-99,3,5,5,1,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,5,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"$70,000 to $100,000",2001,"(1995,2005]",Some college but no degree,Male,2,337,-1.17350834147204,0.239067551888884,0.313383712904765,1.18550644839861,0.57409175372962,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,-25y_No college degree,weak,middle,middle,middle,high,Believers,No college degree,-25y,"$70,000 or more",3.92490929277668,3.30516307935219,1.61506005687889,337
338,338,338,338,337,339,6/5/2020 15:13,6/5/2020 15:41,0,68.133.14.82,100,1681,1,6/5/2020 15:41,R_1IZAhoDK5PEZBgK,NA,NA,NA,NA,43.04460144,-78.78289795,anonymous,EN,0.9,5d112eefdf73830018a50cc8,1,2,1,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,14,87,2,-99,6,3,3,2,CHINA,30,THAILAND,0.5,USA,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,English,Student,2,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),TRUE,"$10,000 to $30,000",1987,"(1985,1995]",Master's degree,Female,3,338,-0.463555855552969,1.55783034195988,0.278039135518061,0.51934763486213,0.411643234222904,1,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,25 - 45y_Graduate degree,middle,high,middle,middle,middle,Believers,Graduate degree,25 - 35y,"Less than $30,000",5.65101681835251,6.70768478899914,2.1450796084152,338
339,339,339,339,338,340,6/5/2020 15:19,6/5/2020 15:43,0,50.53.73.173,100,1433,1,6/5/2020 15:43,R_30xinze3VEm1SML,NA,NA,NA,NA,45.44070435,-122.7792053,anonymous,EN,0.9,5d4f8945dec7eb0019a030e8,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,21,99,2,-99,3,5,5,1,-99,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,"English, Japanese, Korean",Data entry clerk,4,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"$50,000 to $70,000",1999,"(1995,2005]",Some college but no degree,Female,2,339,-0.0270744762118078,-0.581900824395749,-0.926204151494288,-1.31143814520887,-0.34662722791903,2,5,1,1,3,1,1,1,5,1,3,1,1,1,1,6,1,6,1,1,1,2,1,1,2,2,1,1,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",13.5483894812621,14.4389834537596,2.91713848210329,339
340,340,340,340,339,341,6/5/2020 15:42,6/5/2020 15:57,0,198.27.234.184,100,903,1,6/5/2020 15:57,R_SW3YDlZLI01EdVv,NA,NA,NA,NA,37.78329468,-122.4952011,anonymous,EN,0.9,5d487f57a1cf350016cb3c76,1,2,6,Chinese American,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,4,23,95,1,-99,5,1,1,1,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Cantonese,Registered Nurse,1,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"Less than $10,000",1995,"(1985,1995]",Bachelor's degree in college,Male,2,340,-0.335113453612921,0.802076912682266,-0.0618591698226295,0.498516680813487,-0.0135556031386009,2,2,2,1,2,1,1,1,6,1,3,1,1,2,1,3,1,2,2,5,1,2,1,1,2,2,1,1,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,25 - 35y,"Less than $30,000",15.2270211070858,14.2093138601497,2.89844311428723,340
341,341,341,341,340,342,6/5/2020 16:00,6/5/2020 16:36,0,76.14.58.71,100,2119,1,6/5/2020 16:36,R_sq8rUfFgB1o1VVD,NA,NA,NA,NA,37.92080688,-122.0182037,anonymous,EN,0.9,596fc4717008ef000109703d,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,8,11,93,1,-99,6,8,8,1,-99,27,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"Cantonese, mandarin, spanish",medical assistant,1,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"Less than $10,000",1993,"(1985,1995]",Master's degree,Male,1,341,-0.545863674896711,0.302043919994565,-0.0252484236004952,-0.0994888652546337,0.609347616608655,2,3,1,1,1,3,3,2,3,1,2,1,2,4,1,1,3,3,2,1,1,4,2,4,2,2,2,1,25 - 45y_Graduate degree,middle,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"Less than $30,000",18.4485044246748,15.5713217980625,3.00680244786866,341
342,342,342,342,341,343,6/5/2020 16:19,6/5/2020 16:53,0,185.59.181.94,100,2070,1,6/5/2020 16:53,R_2QFnQy7fGMtr9qt,NA,NA,NA,NA,54.97489929,-1.645095825,anonymous,EN,0.9,5d372b99821bda0018a8a3e8,1,2,4,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,6,26,98,2,-99,2,5,5,2,HONG KONG,13,UNITED KINGDOM,9.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese,"Chinese, English",Student,4,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),FALSE,"$50,000 to $70,000",1998,"(1995,2005]",High school graduate,Female,4,342,1.90084714066346,-0.862336916538628,1.37786957728073,-1.09459988468951,-1.65284100413127,3,3,2,2,3,1,2,1,2,2,2,1,3,6,3,2,2,4,3,2,1,1,4,3,3,3,3,2,-25y_No college degree,high,middle,high,weak,middle,Believers,No college degree,-25y,"$30,000 to $70,000",25.3960598765391,26.2344926217175,3.70635461957034,342
343,343,343,343,342,344,6/5/2020 16:45,6/5/2020 16:59,0,76.237.103.229,100,821,1,6/5/2020 16:59,R_1o6exah9HMdT6kB,NA,NA,NA,NA,37.73530579,-122.3731995,anonymous,EN,0.9,5e8e8f9c7bdc2e155159a4b5,1,2,6,Chinese American,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,16,91,1,-99,5,2,2,1,-99,30,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Cantonese,Analyst,7,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$200,000 to $500,000",1991,"(1985,1995]",Bachelor's degree in college,Male,2,343,-0.201681855213211,0.516435005787752,-1.11434280049806,-1.15467767455461,-0.141741299722105,1,2,2,2,2,4,2,2,2,2,4,2,2,2,2,5,2,4,2,2,3,4,4,3,5,3,2,1,25 - 45y_College degree,middle,middle,middle,middle,middle,Believers,College degree,25 - 35y,"$70,000 or more",27.7927080210223,23.8010543761858,3.56446807233901,343
344,344,344,344,343,345,6/5/2020 17:19,6/5/2020 18:06,0,73.15.186.12,100,2834,1,6/5/2020 18:06,R_3jYxcSzT8o2bJqJ,NA,NA,NA,NA,37.58900452,-122.0460968,anonymous,EN,0.9,5d394d70daffca0017d5fc27,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,5,101,1,-99,2,6,6,1,-99,20,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"Mandarin Chinese, Spanish",Fulltime Student studying Chemical Engineering with a minor in Computer Information Technology,7,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"$200,000 to $500,000",2001,"(1995,2005]",High school graduate,Male,2,344,0.573848610821631,0.941719739042927,-0.0469191425311432,-0.627968639372817,-0.208322077350062,1,1,1,1,1,6,6,6,1,3,3,3,2,4,5,2,2,5,2,3,1,2,6,4,2,1,2,1,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$70,000 or more",30.7985958919589,24.3902319154683,3.59959040169987,344
345,345,345,345,344,346,6/5/2020 18:00,6/5/2020 18:32,0,81.174.131.14,100,1891,1,6/5/2020 18:32,R_SCqlEUBOWxkNEjv,NA,NA,NA,NA,51.22320557,1.374694824,anonymous,EN,0.9,5d94fef167ea2400179d0578,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,9,82,2,-99,6,3,4,2,HONG KONG,26,UNITED KINGDOM,13,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,cantonese,-99,News industry,5,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),FALSE,"$70,000 to $100,000",1982,"(1975,1985]",Master's degree,Female,4,345,0.398899609286369,0.158736456614619,0.943669466237998,-0.0049873679913356,0.833148101648438,1,2,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,2,1,1,1,1,3,1,2,2,1,1,25 - 45y_Graduate degree,middle,middle,high,high,middle,Believers,Graduate degree,35 - 45y,"$70,000 or more",7.13423888764966,4.12152100403035,1.76452970569907,345
346,346,346,346,345,347,6/5/2020 18:20,6/5/2020 18:49,0,107.77.219.137,100,1766,1,6/5/2020 18:49,R_1HoPbU0lmLIB5sQ,NA,NA,NA,NA,30.24229431,-97.76719666,anonymous,EN,0.9,5e274886bcb84f052bf6858f,1,3,NA,,1,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,21,99,2,-99,5,6,6,1,-99,18,TAIWAN,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin Chinese,Student,1,3,NA,NA,Non-Chinese Asian,NA,USA,USA,USA,TRUE,"Less than $10,000",1999,"(1995,2005]",Bachelor's degree in college,Female,4,346,1.53002494643745,-0.436635333458465,-0.789234517234827,-2.10926925173563,-2.45293299839954,1,4,2,2,1,1,3,2,1,2,2,2,1,3,2,1,6,5,1,4,1,1,1,1,1,1,3,1,-25y_College degree,high,middle,middle,weak,weak,Believers,College degree,-25y,"Less than $30,000",16.5422631301441,22.8097007668859,3.50417576771869,346
347,347,347,347,346,348,6/5/2020 19:05,6/5/2020 19:24,0,47.145.147.125,100,1139,1,6/5/2020 19:24,R_2Wvapd5oTiW6Noi,NA,NA,NA,NA,34.07060242,-117.9393005,anonymous,EN,0.9,5d5f61fe7e17790019d4fd64,1,2,6,Chinese American,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,13,103,1,-99,2,2,1,1,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,Student,3,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$30,000 to $50,000",2003,"(1995,2005]",High school graduate,Male,2,347,-0.449708430680734,-0.382934390154221,0.285744431620884,-0.347987739923298,-0.264042646838346,3,5,2,1,1,1,2,1,3,1,2,1,1,2,3,3,3,3,3,1,1,3,3,1,2,2,3,2,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",17.5337366832815,20.2986907258581,3.34406996003488,347
348,348,348,348,347,349,6/5/2020 18:20,6/5/2020 19:24,0,45.49.20.105,100,3834,1,6/5/2020 19:24,R_23gf9bPz0b19BJ2,NA,NA,NA,NA,34.10600281,-118.3607025,anonymous,EN,0.9,5e8f9cbd775eaa298f96243a,1,2,1,-99,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,-99,Korean,-99,-99,10,18,98,2,-99,3,3,5,2,CHINA,17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Chinese,"Chinese, Korean, English",Student,3,3,NA,NA,Chinese,Mainland Chinese,Developping Asia,Asia,Southern Country (Poorer),FALSE,"$30,000 to $50,000",1998,"(1995,2005]",Some college but no degree,Female,3,348,1.05551783455584,-0.603698744316272,-1.27154401180483,-0.331845091137429,-0.0160513525610881,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,4,2,1,1,2,1,1,1,1,1,1,-25y_No college degree,high,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",7.4174703527776,9.74336003226837,2.49148109479389,348
349,349,349,349,348,350,6/5/2020 19:17,6/5/2020 19:42,0,101.98.179.78,100,1523,1,6/5/2020 19:42,R_2OTHAtxOUZIMoX2,NA,NA,NA,NA,-36.8506012,174.7679138,anonymous,EN,0.9,5eb3aa46caffba194d49daeb,1,3,NA,,1,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,30,93,1,-99,6,5,4,2,TAIWAN,12,NEW ZEALAND,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,"Taiwanese, English",Student,4,3,NA,NA,Non-Chinese Asian,NA,4Tigers and Japan,Asia,Northern Country (Richer),FALSE,"$50,000 to $70,000",1993,"(1985,1995]",Master's degree,Male,4,349,0.854966988316146,-0.366265629889507,-0.559217690833279,-1.02470342802148,-0.664743301621889,4,5,1,1,6,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,3,1,3,3,3,1,25 - 45y_Graduate degree,high,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",16.3435552295756,15.9315402985159,3.03450316794125,349
350,350,350,350,349,351,6/5/2020 19:26,6/5/2020 19:49,0,76.174.40.103,100,1363,1,6/5/2020 19:49,R_3dXm1HIpLSrOHhQ,NA,NA,NA,NA,34.07670593,-118.1801987,anonymous,EN,0.9,5e426dbfbc27ad10220a4cb3,1,2,6,Chinese American,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,-99,Cambodian,-99,-99,9,8,102,2,-99,2,5,2,1,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,"Khmer, Cantonese, Mandarin",Student,3,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$30,000 to $50,000",2002,"(1995,2005]",High school graduate,Female,2,350,-0.229860345390848,0.311581572758838,0.0825652370760073,0.348358415369526,-0.319721307080685,3,6,1,1,3,1,1,1,1,1,3,3,1,5,1,1,5,2,1,1,1,1,1,1,1,1,3,1,-25y_No college degree,middle,middle,middle,middle,middle,Believers,No college degree,-25y,"$30,000 to $70,000",13.8228568011399,22.0536130254454,3.45712850723857,350
351,351,351,351,350,352,6/5/2020 20:14,6/5/2020 20:38,0,72.226.8.252,100,1448,1,6/5/2020 20:38,R_1i34oL6FgoeRmrc,NA,NA,NA,NA,40.74650574,-73.90899658,anonymous,EN,0.9,5e42d1503711310179bb6ba2,1,2,6,Chinese Indonesian,NA,NA,NA,NA,NA,0,0,1,0,1,1,0,-99,-99,-99,-99,4,18,97,2,-99,5,6,8,1,-99,23,INDONESIA,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Indonesian,"English, Mandarin",Senior Data Analyst,5,3,NA,NA,Chinese,Other,USA,USA,USA,TRUE,"$70,000 to $100,000",1997,"(1995,2005]",Bachelor's degree in college,Female,2,351,0.733343887199419,0.623060200653043,0.608590424669477,-0.600801114846193,0.556522953655296,2,4,2,3,1,1,4,1,1,1,4,1,3,6,1,2,3,4,3,1,1,1,3,2,4,3,3,2,-25y_College degree,high,middle,high,middle,middle,Believers,College degree,-25y,"$70,000 or more",23.1459897374628,23.9386866872854,3.57271888624412,351
352,352,352,352,351,353,6/5/2020 20:34,6/5/2020 20:48,0,68.96.67.49,100,850,1,6/5/2020 20:48,R_2CWhh8930Lo4oAQ,NA,NA,NA,NA,33.68159485,-117.8302002,anonymous,EN,0.9,5e312edf1d1be6122066bd61,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,9,98,1,-99,5,4,2,1,-99,23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,English,Unemployed,2,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"$10,000 to $30,000",1998,"(1995,2005]",Bachelor's degree in college,Male,2,352,0.575843769491301,-0.255933473241307,-1.00054606205342,-0.297594087923411,0.372502708410867,3,3,2,4,1,2,2,4,1,3,3,3,3,4,4,3,3,3,4,3,4,3,4,4,4,3,4,2,-25y_College degree,middle,middle,middle,middle,middle,Believers,College degree,-25y,"Less than $30,000",36.3907706389231,36.9401756821471,4.25151694411542,352
353,353,353,353,352,354,6/5/2020 20:21,6/5/2020 20:54,0,173.54.18.240,100,1949,1,6/5/2020 20:54,R_2D2qd5BOd79DnHN,NA,NA,NA,NA,40.78729248,-74.32109833,anonymous,EN,0.9,5e42ece14983111833f076fd,1,2,4,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,20,93,2,-99,5,4,5,2,HONG KONG,4,USA,23.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Cantonese Chinese,English,Registered Nurse,4,3,NA,NA,Chinese,Hongkongese,4Tigers and Japan,Asia,Northern Country (Richer),TRUE,"$50,000 to $70,000",1993,"(1985,1995]",Bachelor's degree in college,Female,4,353,-1.78716737571035,-0.185809553427625,1.30208716095972,1.7285608434033,1.74389817483444,2,3,1,1,1,3,2,4,2,2,4,3,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,25 - 45y_College degree,weak,middle,high,high,high,Believers,College degree,25 - 35y,"$30,000 to $70,000",11.0298669315904,7.93167702650106,2.2942042568752,353
354,354,354,354,353,355,6/5/2020 22:20,6/5/2020 22:55,0,136.50.79.187,100,2065,1,6/5/2020 22:55,R_1Kj20e9dQFLV6iT,NA,NA,NA,NA,29.56520081,-98.61450195,anonymous,EN,0.9,5e643be56cd06b000ebdfb4d,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,9,8,100,2,-99,4,1,1,1,-99,10,USA,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Spanish,"Spanish, Cantonese, English",Student,3,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$30,000 to $50,000",2000,"(1995,2005]",Associate degree in college,Female,1,354,1.83665982306705,-0.137151091907524,0.0548621310761533,0.159458866977619,-0.494641681533455,5,6,1,1,4,3,1,1,1,1,3,3,1,4,2,1,4,1,1,2,1,1,1,1,2,2,3,1,-25y_College degree,high,middle,middle,middle,middle,Believers,College degree,-25y,"$30,000 to $70,000",16.8043088669194,23.3740322825609,3.53868544568258,354
355,355,355,355,354,356,6/5/2020 23:13,6/5/2020 23:26,0,73.184.180.238,100,729,1,6/5/2020 23:26,R_11bexarfEWWtUk7,NA,NA,NA,NA,33.93719482,-84.07910156,anonymous,EN,0.9,5ea96b1767ff380531d31393,1,2,2,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,24,91,1,-99,8,4,7,1,-99,20,HONG KONG,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Mandarin,Resident Physician,4,3,NA,NA,Chinese,Taiwanese,USA,USA,USA,TRUE,"$50,000 to $70,000",1991,"(1985,1995]","Professional degree (JD, MD)",Male,2,355,-0.636910727468587,-0.413027348385614,-0.183634608627826,0.217192382433033,0.56129921971455,5,3,3,2,3,1,1,1,2,1,2,1,1,1,1,2,1,5,1,1,1,4,1,1,3,3,1,1,25 - 45y_Graduate degree,middle,middle,middle,middle,middle,Believers,Graduate degree,25 - 35y,"$30,000 to $70,000",12.8947263300114,14.0247794421063,2.88329023555661,355
356,356,356,356,355,357,6/6/2020 2:10,6/6/2020 3:06,0,107.77.199.93,100,3385,1,6/6/2020 3:06,R_1pQnWp2Uu3rTKMK,NA,NA,NA,NA,32.97200012,-96.79139709,anonymous,EN,0.9,5bcfd5c90f10750001d8860e,1,2,1,-99,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,-99,-99,-99,-99,6,5,100,1,-99,3,4,7,1,-99,21,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,Chinese,Student,5,3,NA,NA,Chinese,Mainland Chinese,USA,USA,USA,TRUE,"$70,000 to $100,000",2000,"(1995,2005]",Some college but no degree,Male,2,356,2.3084006785302,0.162121027859178,1.27508594100932,-1.01849624394345,-0.771224827887232,1,2,1,1,1,2,2,5,1,4,1,1,1,4,1,1,2,6,3,1,1,1,3,1,3,1,2,1,-25y_No college degree,high,middle,high,middle,middle,Believers,No college degree,-25y,"$70,000 or more",15.1604355493242,13.2354513891372,2.8170896148648,356
357,357,357,357,356,358,6/6/2020 5:00,6/6/2020 5:27,0,146.255.183.106,100,1576,1,6/6/2020 5:27,R_2Qt8Oof9zDhKW6h,NA,NA,NA,NA,59.43299866,24.7322998,anonymous,EN,0.9,5e12152ff9e750896b1e2262,1,3,NA,,1,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,26,94,1,-99,6,2,1,2,TAIWAN,24,SPAIN,2,UNITED KINGDOM,1,ESTONIA,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,Mandarin,"English, Spanish",Customer support,5,3,NA,NA,Non-Chinese Asian,NA,4Tigers and Japan,Asia,Northern Country (Richer),FALSE,"$70,000 to $100,000",1994,"(1985,1995]",Master's degree,Male,4,357,-0.0082253540788807,-0.412227949882544,-0.297249519264262,-0.427265407775285,0.498898211691383,2,4,2,1,2,1,1,6,6,5,6,6,6,5,2,1,4,6,3,3,2,5,6,4,6,6,4,3,25 - 45y_Graduate degree,middle,middle,middle,middle,middle,Skeptics,Graduate degree,25 - 35y,"$70,000 or more",51.8945354042426,42.2584151159816,4.48711463173105,357
